FIPS,State,County,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010
13097,GA,Douglas,0.91,10.387,146343,4.896,5.491,0.6,43.64,30.42,11.08,1.868519197,661.79,28.35,8.49,49.03,38.81,1.42,0.24,8.40,2.38,-7.22,202.67,74.51,18.01,321.40,137.91,64911,51387,1876,321,11125,3157,8.861536744,0.429121661,2.676602752,1.764693923,12.20302376,30.35637149,21.81317495,7.449244061,28.17818575,2.89,17.87057556,7.050643463,64.32187367,12700,143316,1.647408524,20199,28110,11300,92600,26093,49187,1.006168188,6898,615,868,3468,31638,8790,49187,3.846046499,5512,1.868598063,2678,2361,1442,3836,200.07,11244,132403,37533,1733.5,10280,28223,133555,136024,132573,138007,133106,796,7279,140173,141664,143376,6491,145024,132282
13099,GA,Early,-0.933,-7.22,10190,-7.193,-0.027,0.291,-10.90,-10.46,3.23,0.739656994,21.48,26.35,16.27,47.69,49.43,0.34,0.31,1.55,0.76,-14.76,-7.80,60.87,47.83,12.50,-12.50,5250,5441,37,34,171,84,1.289759504,0.213343677,0.096974399,0,19.60152359,37.13741576,19.95312042,8.233225901,15.07471433,2.5,22.60677467,17.82032401,63.96661757,133,10312,0,1362,2535,1338,6826,1029,4074,0.552754073,562,22,0,726,2606,921,4074,0.523661753,54,0,0,0,57,10,512.59,1791,11008,2901,91,398,-1287,10640,10540,10983,10450,10790,32,-3,10462,10306,10317,-790,10286,11008
13101,GA,Echols,0.15,-0.224,4006,-7.497,7.273,1.345,7.46,1.90,10.18,12.85034373,9.72,29.33,9.87,63.34,4.04,0.30,1.36,29.33,2.83,-4.95,-35.32,300.00,27.91,60.08,208.11,2555,163,12,55,1183,114,6.103993971,0,5.149459935,4.420243434,25.84229391,41.93548387,16.23655914,6.272401434,9.713261649,2.55,12.17168482,9.801409353,67.77706598,243,3981,0,453,1170,721,2790,271,1561,0.175835217,175,0,69,153,1058,190,1561,5.476011053,218,0,0,0,7,205,414.89,398,4034,1183,486,385,72,3967,3993,4015,4032,4064,54,292,4030,3956,3914,-301,4000,4023
13103,GA,Effingham,3.323,22.553,64296,16.848,5.705,0.629,39.20,34.16,9.87,0.339027943,109.38,28.53,9.12,80.98,13.36,0.81,0.26,2.87,1.88,34.35,43.87,152.98,20.54,182.67,151.28,42311,6982,425,135,1501,980,3.192949386,0.664715512,1.207070457,1.194974495,11.685644,37.48383334,21.86493546,8.941749296,20.0238379,2.84,10.25883242,8.138106934,75.93047421,1931,60477,0.021495775,8622,14781,4608,39433,7896,21172,0.649833821,3526,402,253,1723,16076,2172,21172,1.549349339,937,0.200076062,121,13,393,730,477.70,4763,52250,14906,128,3725.5,12897,53330,54419,52464,55410,52692,330,2993,57076,58699,60086,8839,62228,52255
13105,GA,Elbert,0.518,-4.507,19194,-3.134,-1.373,-0.045,-1.68,-1.80,0.65,0.935789679,57.44,23.30,16.81,64.25,29.29,0.60,0.18,4.80,1.01,-4.07,-6.33,142.00,-5.13,97.75,45.71,12956,5906,121,37,967,204,2.587916101,0.13043932,1.852238339,1.574282313,21.57331937,40.90331264,18.8888058,6.991699693,11.64286248,2.5,17.37002249,16.36459849,72.23177669,496,19166,0,2526,5470,2885,13373,1557,7559,0.433058541,935,25,119,1237,5460,1313,7559,1.972242513,378,0,0,0,83,355,351.06,3390,20166,4699,191.5,132,-369,19576,19490,20100,19387,19820,-9,-276,19302,19136,19102,-630,19095,20164
13107,GA,Emanuel,0.173,0.173,22646,-0.96,1.132,-0.088,3.48,1.53,4.67,4.127957531,33.20,25.44,13.99,60.77,33.37,0.68,0.20,4.08,0.94,0.51,3.97,250.00,70.37,23.62,89.29,13733,7541,154,46,921,212,2.467492123,0.226334709,2.063639995,0.941933945,21.40985149,40.83058934,17.08218534,7.654055507,13.02331833,2.58,19.99523071,10.42088947,63.83689043,556,22533,0,2542,6076,3186,14881,1938,8387,0.146451871,1139,51,79,874,5354,1677,8387,2.063639995,465,0.013313806,3,0,33,465,680.60,3162,22598,5748,902,1019.5,335,22732,22631,22607,22482,22492,-20,256,22471,22406,22533,-217,22607,22596
13109,GA,Evans,-0.449,-3.33,10654,-6.116,2.786,-0.245,4.81,3.72,7.98,2.953185832,60.16,25.79,13.68,56.62,28.77,0.55,0.08,13.10,1.06,-1.66,-7.97,87.50,0.00,130.56,91.80,6228,3165,60,9,1441,117,4.63179564,0.018714326,2.760363058,5.323383085,23.81018454,38.85111697,16.58110171,4.99514361,15.76245317,2.53,22.23880597,12.91044776,68.00995025,495,10687,0,1195,2800,1716,7207,1136,4020,0.898287639,360,2,214,519,2734,894,4020,3.714793675,397,0,0,0,96,295,182.85,1505,11000,2837,311,840,392,10678,10794,11021,10811,10980,-27,307,10690,10648,10741,-674,10702,11002
13111,GA,Fannin,0.797,10.568,26188,15.073,-4.505,-0.22,19.62,16.94,-1.45,0.20046106,61.24,19.13,21.94,96.11,0.32,0.30,0.29,1.82,1.19,17.86,240.91,53.19,-22.73,231.54,38.24,22761,75,72,68,431,282,1.516046466,0.433156133,0.51978736,0.451575711,13.40622286,33.49512083,23.40469013,7.919072191,21.77489399,2.42,7.436587241,15.19023828,79.03535742,385,25395,0.09056901,4581,6556,2624,19573,4262,10408,0.114195708,1550,110,47,1581,8226,774,10408,0.68911203,175,0.12994684,33,23,29,132,386.72,5197,23682,4531,40,-289,3380.5,23615,23831,23685,23863,23648,-52,-1067,24442,25032,25332,3570,25981,23709
13113,GA,Fayette,1.096,6.998,114421,6.786,0.211,1.607,16.77,13.33,3.51,2.011990486,548.35,26.37,12.71,67.75,19.82,3.85,0.21,6.34,2.24,-3.50,103.38,88.09,27.75,161.81,109.66,72202,21117,4106,221,6760,2388,10.17069891,1.66691896,1.176282023,1.387613256,4.666194672,20.90019929,19.41472624,8.769928676,46.24895112,2.77,8.859376939,10.2842249,81.95358074,11422,112303,0.801403346,14808,15941,3559,76272,35275,40285,3.583163406,6689,1872,559,4143,33015,3569,40285,2.393524661,2688,1.097922584,1233,900,4024,1321,194.34,13545,106567,28099,1852.5,3232.5,12274.5,107315,108054,106938,109199,107156,1718,226,110141,111218,112553,7257,113181,106560
13115,GA,Floyd,0.545,2.144,98498,1.015,1.128,1.41,6.35,2.30,4.58,2.191287691,188.89,24.34,14.23,73.67,14.01,1.27,0.20,9.33,1.87,-1.00,12.60,46.88,-4.90,80.35,74.32,70959,13494,1225,194,8987,1799,7.035093305,0.372808594,1.80755682,2.870035595,17.56202172,34.33411503,19.20359171,8.014996297,20.88527524,2.61,14.20163121,11.62588638,61.04431178,6850,97369,0.247512042,12447,22254,11383,64816,13537,35679,1.607287741,5195,363,1024,4148,21780,5067,35679,4.616459037,4495,0.172539515,168,241,1565,1760,509.91,13702,96317,23445,1990.5,4160.5,2091,95940,95880,96431,95868,96161,1360,1088,96186,96698,97500,979,97964,96314
13117,GA,Forsyth,3.063,38.212,244252,31.82,6.392,2.235,78.35,62.63,16.79,3.295816733,783.46,30.43,8.91,80.30,2.44,6.20,0.21,9.43,1.64,55.19,906.34,1310.51,81.00,202.17,215.70,140943,4287,10875,362,16550,2876,17.49955119,1.964244274,2.695909941,2.984899613,7.044013264,15.55220877,17.27640492,6.985256874,53.14211618,2.97,7.468111996,6.006279885,84.04101468,39966,228383,0.71940556,25581,23028,10430,148069,78687,76753,9.494577092,10343,4486,2291,4610,64504,5732,76753,4.594037209,10492,0.343282994,784,1643,21684,6157,224.02,15638,175511,53405,3309,16857.5,62883.5,186793,193801,176723,202598,181794,3950,11296,211250,220481,228940,56233,236993,175484
13119,GA,Franklin,1.368,5.776,23349,6.311,-0.535,0.929,8.87,4.96,2.18,0.440582849,84.45,22.44,16.89,85.64,8.25,0.55,0.13,3.92,1.71,4.70,1.96,142.00,-17.14,363.10,137.74,18913,1821,121,29,866,378,3.483264517,0.15373803,1.427567425,1.170212766,17.72331506,39.36149629,17.66526927,9.326023863,15.92389552,2.62,12.95508274,13.45153664,66.43026005,793,22766,0.237195818,2739,6103,2748,15505,2469,8460,1.019063516,1446,35,99,1138,5620,1096,8460,1.770183607,403,0.263550909,60,54,232,325,261.50,3729,22084,4956,89.5,442,1008.5,21916,22045,22074,22175,21972,205,-118,22267,22316,22864,1393,23034,22093
13121,GA,Fulton,1.315,14.942,1063937,8.819,6.123,3.53,12.82,7.27,9.34,5.645009128,1748.05,23.86,9.06,40.85,43.50,5.57,0.17,7.88,2.20,1.63,10.92,108.26,38.15,51.00,71.09,376014,400457,51304,1586,72566,20279,13.07961783,1.549990349,1.838641189,2.751743892,7.433853901,17.70223479,15.9605564,6.018017658,52.88533725,2.44,13.70684112,9.211936402,51.60262655,135531,1036200,1.232966609,111827,124030,52085,700646,370539,410576,5.829955607,42165,16061,11298,37822,211868,56277,410576,3.153348774,32675,0.886315383,9184,12776,60410,19052,526.63,83424,920581,219686,46074,76209,59338.5,973221,981472,925632,991847,947469,32675,56672,1005127,1022866,1038938,81633,1050131,920445
13123,GA,Gilmer,1.732,10.692,31369,10.032,0.66,0.78,20.62,16.71,6.35,4.080985022,66.33,22.02,17.73,88.64,0.35,0.23,0.25,9.46,1.31,17.81,92.16,85.71,-11.11,47.49,14.15,25078,98,65,72,2677,371,6.980338002,0.450450451,2.9788913,3.269278762,18.27966634,35.40227823,18.15409454,7.718181003,20.44577989,2.51,7.786373846,11.74611097,74.45304051,2123,30414,0,4048,7894,4076,22298,4559,12021,0.437298613,1721,137,393,1412,8950,936,12021,5.477740514,1666,0.039455514,12,0,133,906,426.54,5015,28292,6229,964.5,1501,3948.5,28288,28717,28339,28994,28325,221,187,29514,29911,30443,2843,30835,28294
13125,GA,Glascock,-0.202,-3.508,2971,-0.227,-3.28,0.292,20.58,11.38,-0.82,0,21.44,26.38,15.09,89.23,8.14,0.03,0.23,1.07,1.14,19.10,18.40,,16.67,175.00,84.21,2750,251,1,7,33,35,0.133511349,0,0,0,21.75404214,40.91131798,22.04801568,3.67466928,11.61195492,2.63,14.07942238,12.45487365,74.72924188,4,2996,0,450,835,444,2041,237,1108,0,75,0,0,138,828,156,1108,0,0,0,0,0,0,0,143.74,465,3082,813,0,-21,293,3107,3060,3079,3008,3103,9,-101,3020,2978,3032,-7,2977,3086
13127,GA,Glynn,0.373,6.957,85292,5.568,1.389,0.706,17.85,10.41,4.52,1.902623493,189.70,24.15,15.04,64.81,25.78,1.12,0.18,6.44,1.80,10.81,15.89,120.20,-5.81,153.89,94.29,51602,20525,894,146,5126,1430,5.073990766,0.613235468,1.618326033,1.632521469,11.90387607,26.71311642,23.96164513,7.569505513,29.85185686,2.43,15.3316334,13.28585246,62.5457956,4286,84470,0.22019652,14169,15796,7039,59132,17652,34119,1.221735527,4476,518,557,4533,21340,5231,34119,2.274180182,1921,0.43565763,368,186,1032,1367,419.75,11976,79626,19231,1288,3062.5,7049.5,80866,81497,79744,82177,80111,563,1108,83311,84099,84675,4440,84975,79627
13129,GA,Gordon,0.581,4.897,57963,1.987,2.91,0.548,25.13,11.90,9.51,4.294948312,155.10,26.95,11.64,79.92,3.52,0.95,0.24,14.02,1.96,14.14,28.72,132.00,44.44,136.78,143.05,44107,1945,522,130,7738,1084,8.459494423,0.318170693,4.756826684,4.654442877,22.11011819,34.89871328,21.66723447,6.653738306,14.67019576,2.75,13.20461067,12.05680658,65.14274598,4839,57202,0.02797105,8268,13317,8437,38159,5598,20561,0.909059124,2539,182,957,2479,13394,2715,20561,7.094157547,4058,0.057690291,33,16,520,2721,355.81,6423,55186,14875,1907,4223.5,5284,55687,55761,55257,55836,55520,303,1608,56324,56933,57164,1098,57628,55221
13131,GA,Grady,-0.569,-1.551,24633,-4.656,3.105,0.528,5.71,1.15,6.53,4.135624788,55.03,25.70,14.14,59.49,28.50,0.38,0.54,10.00,1.57,-0.50,0.78,30.56,-27.03,104.58,104.69,14879,7129,94,135,2500,393,5.179635895,0.016110843,3.641050427,1.729422067,19.86653281,39.17793657,18.43146519,8.592688833,13.9313766,2.7,14.66725044,14.7438704,64.2732049,1286,24828,0.036249396,3121,6634,3364,16933,2359,9136,0.221524086,1455,4,158,1347,5872,1340,9136,4.732560013,1175,0.136942162,34,9,55,904,454.53,3536,25011,6427,977,1543,272.5,25270,25101,25021,25215,25097,132,777,25089,24869,24773,-1165,24774,25013
13133,GA,Greene,3.333,14.697,18324,16.249,-1.552,1.452,11.02,7.88,1.77,1.323928001,41.28,20.61,21.00,54.84,38.00,0.34,0.24,5.58,1.10,17.24,-4.37,50.00,18.75,112.62,120.00,8771,6078,54,38,893,176,4.432532134,0.489941783,1.717678252,0.64498037,14.71662909,33.35924745,18.71258649,6.359325196,26.85221177,2.4,13.47448121,13.75490746,74.64946719,769,17349,0,2407,4291,1893,12863,3454,7132,0.536053951,818,85,46,981,5324,961,7132,3.083751225,535,0.184448671,32,0,93,298,387.44,3358,15994,3297,190.5,254,1134,16118,16243,15976,16418,16050,232,-248,16617,16869,17203,2596,17733,15996
13135,GA,Gwinnett,0.961,15.872,936250,7.438,8.433,3.468,36.86,22.47,16.54,7.697318934,1871.17,29.14,6.84,44.00,22.86,10.53,0.19,20.12,3.14,-10.11,139.63,100.96,45.22,152.64,99.57,354316,184122,84763,1535,162035,25292,25.77892259,1.78340761,4.581409022,8.857600655,12.3413298,22.31493408,18.94935074,9.461125909,36.93325947,3.1,13.84140729,5.557904067,66.2659803,235889,915046,2.925973121,110484,130107,71956,583049,215339,293330,8.683497879,55163,16319,25982,16303,194378,40601,293330,9.636455435,88178,2.464466267,22551,26774,79458,41922,430.38,55105,805321,234707,45844,98528.5,133816,836844,853459,808007,870986,822415,28020,68140,888494,904962,918186,60103,927337,805286
13137,GA,Habersham,-0.099,5.265,45328,3.683,1.581,0.237,19.88,15.04,7.16,3.186036847,155.53,23.94,15.33,80.44,3.28,2.22,0.19,12.39,1.79,13.56,-8.96,43.83,-8.99,93.93,57.67,34621,1412,955,81,5333,771,9.041814189,0.277864922,6.435710124,3.078142546,20.38370096,34.69488839,19.18504821,6.396116761,19.34024567,2.8,8.943787569,14.73016712,78.26144395,4035,44626,0.047057769,5810,10507,6173,30284,5857,15139,0.84255815,1937,124,466,2230,11848,1354,15139,7.430645812,3316,0.138932461,62,21,376,2872,276.74,6599,43041,10304,1150,2585.5,5428,43377,43154,43061,43564,43043,102,681,43792,44104,44535,1586,45373,43032
13139,GA,Hall,1.44,13.558,204441,7.81,5.747,0.818,29.01,21.32,13.73,9.984183612,457.47,27.92,11.14,63.61,7.10,1.77,0.21,26.10,2.20,15.52,28.86,74.78,12.39,72.18,109.08,114300,12757,3181,372,46906,3962,16.31020753,0.59244867,9.869278743,5.776044257,20.89861822,27.73039911,20.138332,6.746190858,24.48645981,3.06,12.63985579,9.028468424,69.45704873,32403,198667,0.356878596,26117,35963,27103,129688,31756,64352,1.34848767,8749,1177,3717,5810,44697,8134,64352,13.23470934,26293,0.531039378,1055,709,2679,19607,392.78,20010,179684,50166,14077,19360.5,30063.5,184102,186431,180033,189142,182269,1472,10347,192245,196159,198953,14061,201538,179724
13141,GA,Hancock,1.064,-10.347,8457,-7.368,-2.979,0.53,-6.42,-10.31,0.68,-0.024836082,19.98,18.23,15.57,23.46,73.80,0.50,0.22,1.47,0.60,3.32,-11.01,422.22,31.25,157.41,50.00,2212,6959,47,21,139,57,1.7498532,0.140927775,0.786846741,0,25.84218513,43.1107739,17.31411229,5.128983308,8.603945372,2.03,23.10020175,18.96435777,70.57834566,149,8515,0,1141,2841,1703,6590,567,2974,0.364063418,338,12,0,564,2099,687,2974,1.056958309,90,0.117439812,10,0,31,67,471.84,1468,9429,1719,-2.5,68,-1037.5,9079,8952,9433,8571,9395,50,-281,8578,8633,8539,-695,8368,9401
13143,GA,Haralson,0.781,3.596,29792,3.797,-0.202,-0.118,12.03,8.47,3.30,0.269505196,102.00,25.13,14.02,92.13,4.66,0.48,0.22,1.10,1.38,11.42,-3.24,65.48,1.61,122.38,86.79,26516,1342,139,63,318,396,0.807472543,0.30451295,0.147124234,0,18.75972885,36.08335426,24.775295,5.628922922,14.75269897,2.56,13.55360156,10.79136691,68.38085087,236,29227,0,4934,7186,3736,19915,2938,11259,0.290826975,1121,89,0,1215,7699,1526,11259,0.147124234,43,0.010264482,3,0,85,43,282.17,4036,28780,7233,69.5,850,2184.5,28310,28335,28758,28487,28465,-34,-58,28702,28830,29248,1092,29561,28775
13145,GA,Harris,1.956,9.602,35236,8.716,0.886,0.112,35.15,24.34,4.10,0.370107059,69.04,23.79,13.23,77.59,17.04,0.87,0.31,2.72,1.49,34.72,18.71,137.29,21.95,235.38,129.95,24848,5457,280,100,872,476,2.219615892,0.818061868,0.193520012,0.115169464,7.820341251,23.70776179,27.08263633,10.0117096,31.37755102,2.76,8.407370846,9.781178019,87.64396183,757,34105,0,6476,5669,1870,23912,7503,12156,0.639202463,2394,279,14,1189,10654,1022,12156,0.428089723,146,0.21111274,72,0,218,66,463.87,4238,32024,7618,88.5,981.5,5820.5,32570,32532,32149,32737,32307,36,285,33155,33633,33943,2802,34560,31994
13147,GA,Hart,0.514,3.823,26205,4.632,-0.808,0.099,9.64,4.86,0.29,0.640024299,108.49,22.25,17.96,76.20,18.61,0.84,0.11,3.12,1.27,6.23,5.89,72.95,-17.65,301.02,121.53,19213,4691,211,28,786,319,1.901214449,0.104760796,0.473363598,0.903278189,18.51831983,36.94544284,21.11474706,7.7356365,15.68585376,2.52,12.49365675,11.89485436,74.79955344,490,25773,0.147441121,3936,6887,3452,18641,2924,9853,0.772125868,1442,27,89,1172,7370,1231,9853,0.694525278,179,0.100880767,26,38,199,122,232.39,4527,25213,5611,147.5,66.5,1119.5,25513,25456,25240,25362,25417,25,-204,25410,25471,25710,1169,26071,25210
13149,GA,Heard,0.438,0.693,11923,0.38,0.312,-0.118,7.46,0.68,2.90,0,39.98,25.76,13.22,86.11,9.73,0.47,0.27,1.88,1.73,6.37,-2.46,409.09,-5.88,92.24,156.25,10190,1152,56,32,223,205,1.797886844,0.23006135,0.57941377,0.910706353,20.33856419,45.11306067,20.35092055,5.486222662,8.711231929,2.57,15.1266104,11.77254554,71.10173256,211,11736,0,1647,3651,1646,8093,705,4502,0.613496933,444,27,41,530,3201,681,4502,0.954328562,112,0,0,0,72,68,296.03,1565,11834,3048,0,320.5,75.5,11652,11564,11841,11623,11731,-14,37,11556,11579,11751,45,11871,11829
13151,GA,Henry,2.104,14.398,234561,9.953,4.445,0.668,70.87,49.30,14.06,0.826531115,633.05,29.25,8.36,52.51,36.32,2.89,0.24,5.79,2.44,12.07,324.75,186.23,96.73,338.82,269.76,107083,74056,5902,482,11813,4977,7.936331848,0.575977564,1.118674453,1.084438829,8.767904373,31.66283104,22.30481228,8.802940267,28.46151204,2.95,16.98647084,5.986786692,70.35823331,17885,225356,0.858641438,32468,46090,12763,145565,41430,75984,2.094907613,12814,1298,824,4549,53461,12907,75984,2.086032766,4701,1.884129999,4246,1935,4721,2521,322.13,17048,203922,59657,1006.5,17120.5,60037.5,208005,210012,205039,212957,206911,1370,9115,216414,220896,225182,20407,229728,203777
13153,GA,Houston,1.505,12.237,157863,6.484,5.753,1.829,26.30,15.64,9.27,0.545851528,372.53,26.80,10.42,60.55,28.26,2.40,0.28,6.09,2.75,10.88,45.45,94.56,11.36,153.20,110.66,84703,39535,3360,392,8515,3853,5.757392171,0.644270294,1.13480167,1.740395401,8.449036059,27.0430862,24.74993282,11.44387049,28.31407443,2.66,15.41292765,8.016685362,63.60242569,8838,153507,0.264483053,24867,27171,8489,100473,28448,57056,2.325626844,11498,989,993,4574,36289,8794,57056,1.657904851,2545,0.730911294,1122,406,3570,1742,375.54,14571,139900,37491,607.5,10320,17404,145827,147527,140651,148575,143775,2572,8092,149323,151622,153202,9120,155523,139819
13155,GA,Irwin,0.213,-1.681,9416,-1.378,-0.303,-0.031,-3.96,-0.94,1.99,1.509338718,26.92,24.27,15.57,70.44,25.78,0.64,0.02,2.39,0.89,-5.39,-3.76,90.63,-66.67,12.87,70.00,6719,2459,61,2,228,85,1.158798283,0.139484979,0.536480687,0.360468609,18.54761141,40.18916319,15.8704713,10.2757294,15.11702469,2.75,13.96815861,17.24241514,73.59567438,108,9320,0,990,2507,1157,6238,943,3329,0.407725322,641,13,12,574,2450,465,3329,0.536480687,50,0.075107296,7,0,38,50,354.34,1485,9538,2315,149.5,197,-93.5,9597,9345,9577,9078,9676,-3,-29,9135,9302,9352,-132,9396,9513
13157,GA,Jackson,3.771,20.234,72977,16.535,3.699,0.348,45.44,43.15,9.62,1.402796033,178.07,26.53,11.90,83.81,6.70,1.70,0.15,6.18,1.76,39.60,26.68,158.44,26.39,199.12,154.65,50695,4050,1026,91,3736,1067,5.329601532,0.841128379,1.359652353,0.902184236,15.94085963,32.14558301,19.93370696,9.28320649,22.69664391,2.89,11.14132781,8.335491669,77.87706121,3618,67885,0.054503941,9141,14741,7310,45857,10408,23166,1.085659571,4257,571,209,1931,18041,2581,23166,2.73698166,1858,0.30787361,209,37,737,923,339.66,7197,60485,16045,587,4025.5,18055.5,60844,61268,60696,62101,60974,211,2245,63418,65061,67644,10036,70325,60461
13159,GA,Jasper,1.354,2.376,14219,0.31,2.066,0.086,21.65,15.59,6.12,1.035142658,37.75,25.00,12.69,72.63,21.80,0.22,0.29,3.67,1.68,26.76,-2.13,66.67,66.67,116.10,158.89,10095,3030,30,40,510,233,2.407300949,0.136533487,1.624029894,1.875846065,17.23351307,38.11696392,22.53214434,7.911654915,14.20572377,2.67,11.95126668,10.65557919,76.83233417,335,13916,0,2173,3676,1662,9644,1370,5171,0.294624892,763,19,97,551,3973,618,5171,1.803679218,251,0.122161541,17,0,41,226,368.16,1764,13900,3475,119,703,1792.5,13640,13597,13889,13531,13832,12,287,13683,13767,13882,43,14029,13894
13161,GA,Jeff Davis,0.445,0.026,15115,-2.607,2.634,0.251,18.80,2.55,6.22,2.477618973,45.56,27.65,12.44,73.37,14.68,0.46,0.18,10.47,1.19,10.65,16.18,25.00,17.39,142.24,157.14,11056,2212,70,27,1577,180,3.478318702,0,2.547220005,1.913241144,20.7498716,38.66461222,21.67437083,8.618387263,10.29275809,2.82,19.13241144,10.79749953,65.10702785,523,15036,0,2110,3764,2020,9735,1002,5279,0.099760575,839,0,101,570,3437,1010,5279,3.132482043,471,0.099760575,15,0,15,383,330.74,1874,15068,4166,315.5,791.5,325,15192,15042,15111,14927,15158,38,398,15013,14965,15039,-394,15048,15074
13163,GA,Jefferson,-0.402,-8.934,15362,-8.086,-0.848,0.255,-1.95,-7.05,3.00,0.206047942,32.16,25.23,14.75,41.44,54.26,0.38,0.11,3.05,0.87,-2.77,-4.93,137.04,-14.29,99.61,66.29,7015,9187,64,18,517,148,2.234601101,0.243309002,1.491868357,0.900423729,23.58853922,41.78487553,16.68388915,8.060122123,9.882573978,2.66,20.78036723,14.05367232,63.18855932,349,15618,0.121654501,1776,4448,2511,10645,1052,5664,0.307337687,858,38,51,796,3579,1177,5664,1.491868357,233,0.070431553,11,19,48,233,526.48,2498,16930,4271,35.5,516.5,-1214.5,16347,16240,16869,16119,16769,43,-143,15917,15755,15630,-1364,15424,16916
13165,GA,Jenkins,-1.015,4.279,8676,4.519,-0.24,0.685,-2.74,-6.61,4.12,1.578518173,24.02,26.81,15.06,54.05,40.20,0.43,0.26,4.00,1.15,-5.41,-2.44,100.00,120.00,16.38,60.00,4508,3353,36,22,334,96,5.265552144,0.682360969,2.604344365,3.804821377,20.72857876,44.77509834,21.73764324,4.87429451,7.884385155,2.53,13.99941911,15.30641882,71.42027302,463,8793,0,1271,2618,1212,5847,461,3443,1.114522916,285,60,131,527,2459,482,3443,3.104742409,273,0.36392585,32,0,98,229,347.28,1256,8340,2236,135.5,353.5,-567.5,9108,9194,8320,9034,8125,57,-20,8899,8812,8813,376,8765,8333
13167,GA,Johnson,-0.649,-3.435,9643,-3.014,-0.421,-0.14,16.59,6.47,1.30,0.122563324,32.94,20.94,13.92,62.31,34.68,0.22,0.17,1.86,0.81,17.18,10.54,120.00,54.55,138.46,252.17,6219,3461,22,17,186,81,0.773913941,0.412754102,0.103188525,0,24.85292007,45.94633376,14.34926101,5.711005883,9.140479265,2.68,17.88977306,14.17624521,67.25611553,75,9691,0,1000,3202,1732,6969,637,3393,0.216695903,398,40,0,481,2282,607,3393,0.103188525,10,0.04127541,4,0,21,10,303.01,1389,9980,2090,10.5,111.5,554.5,10004,9900,9986,9803,9999,-14,-42,9708,9660,9737,-301,9706,9974
13169,GA,Jones,0.192,0.311,28735,-0.674,0.984,0.052,21.28,12.98,4.98,0.397693797,72.78,26.07,12.51,72.66,24.34,0.65,0.21,1.10,1.10,18.02,27.09,48.80,56.41,86.39,86.98,20830,6977,186,61,315,316,1.147695861,0.111970328,0.153959201,0.205588263,10.89446622,39.23026014,20.94384768,9.351931986,19.57949397,2.65,15.78357163,12.82123166,80.24483693,328,28579,0,4114,7706,2140,19643,3846,10701,0.622834949,1837,32,22,1372,8587,1689,10701,0.27992582,80,0.031491655,9,0,178,44,393.93,3586,28669,7473,94.5,1182.5,3084,28624,28576,28646,28652,28740,15,282,28441,28574,28466,-193,28680,28668
