"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)
	"Illinois"	"17"	"Oct 08, 2011"	"2011/10/08"	83.00	994	78.70	87.90	55.74	994	50.30	60.30	81.71	929	80.10	84.60
	"Illinois"	"17"	"Oct 09, 2011"	"2011/10/09"	80.41	994	74.70	84.80	52.35	994	47.20	58.50	80.20	635	79.30	82.20
	"Illinois"	"17"	"Oct 10, 2011"	"2011/10/10"	79.36	994	72.60	82.60	53.11	994	47.30	57.70	80.33	318	79.20	81.50
	"Illinois"	"17"	"Oct 11, 2011"	"2011/10/11"	79.67	994	75.50	81.50	56.93	994	52.60	62.30	80.70	498	80.00	81.50
	"Illinois"	"17"	"Oct 12, 2011"	"2011/10/12"	75.97	994	70.50	78.30	60.87	994	52.70	65.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 13, 2011"	"2011/10/13"	72.01	994	66.20	75.90	52.83	994	49.60	56.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 14, 2011"	"2011/10/14"	66.27	994	58.80	75.50	46.47	994	43.50	49.30	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 15, 2011"	"2011/10/15"	66.60	994	58.00	72.90	43.06	994	39.80	49.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 16, 2011"	"2011/10/16"	72.06	994	59.90	87.00	46.05	994	41.10	54.70	81.75	229	79.40	84.40
	"Illinois"	"17"	"Oct 17, 2011"	"2011/10/17"	62.84	994	58.50	75.40	39.64	994	33.00	49.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 18, 2011"	"2011/10/18"	53.52	994	48.70	56.80	40.00	994	32.20	45.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 19, 2011"	"2011/10/19"	49.71	994	46.80	51.50	43.25	994	41.50	46.20	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 20, 2011"	"2011/10/20"	52.80	994	47.80	57.00	41.02	994	36.90	45.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 21, 2011"	"2011/10/21"	57.46	994	53.60	61.50	34.40	994	29.40	41.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 22, 2011"	"2011/10/22"	68.06	994	61.70	74.30	35.64	994	29.80	40.90	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 23, 2011"	"2011/10/23"	67.79	994	59.70	76.20	47.16	994	39.70	54.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 24, 2011"	"2011/10/24"	68.91	994	61.90	75.80	46.49	994	40.50	51.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 25, 2011"	"2011/10/25"	77.86	994	68.80	84.30	47.69	994	40.30	53.60	80.71	159	79.30	82.80
	"Illinois"	"17"	"Oct 26, 2011"	"2011/10/26"	63.38	994	51.00	78.40	48.05	994	40.60	52.90	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 27, 2011"	"2011/10/27"	55.38	994	50.80	58.30	41.77	994	37.40	47.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 28, 2011"	"2011/10/28"	55.22	994	51.90	59.00	37.80	994	33.00	43.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 29, 2011"	"2011/10/29"	57.66	994	51.40	63.30	32.40	994	27.00	38.20	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 30, 2011"	"2011/10/30"	58.54	994	53.00	63.90	37.73	994	32.10	42.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Oct 31, 2011"	"2011/10/31"	57.57	994	52.60	65.20	34.76	994	30.20	40.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 01, 2011"	"2011/11/01"	69.59	994	61.80	76.10	35.88	994	30.10	41.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 02, 2011"	"2011/11/02"	67.96	994	53.80	74.00	42.51	994	34.20	47.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 03, 2011"	"2011/11/03"	51.14	994	47.80	55.50	40.71	994	30.70	46.90	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 04, 2011"	"2011/11/04"	57.65	994	50.70	63.00	36.66	994	27.90	46.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 05, 2011"	"2011/11/05"	60.48	994	54.60	65.80	35.13	994	29.60	41.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 06, 2011"	"2011/11/06"	62.10	994	58.90	68.40	44.45	994	38.70	49.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 07, 2011"	"2011/11/07"	61.62	994	55.50	70.90	51.28	994	40.60	57.90	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 08, 2011"	"2011/11/08"	61.77	994	45.10	75.70	53.44	994	36.90	60.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 09, 2011"	"2011/11/09"	56.09	994	42.50	66.40	35.07	994	28.90	38.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 10, 2011"	"2011/11/10"	43.43	994	37.60	52.20	29.41	994	27.10	33.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 11, 2011"	"2011/11/11"	51.65	994	43.40	60.30	27.77	994	23.90	32.30	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 12, 2011"	"2011/11/12"	60.15	994	54.20	63.80	34.26	994	27.50	39.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 13, 2011"	"2011/11/13"	69.06	994	59.90	76.10	50.21	994	40.30	59.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 14, 2011"	"2011/11/14"	68.29	994	53.10	80.50	47.17	994	36.90	58.50	82.05	2	82.00	82.10
	"Illinois"	"17"	"Nov 15, 2011"	"2011/11/15"	60.89	994	54.30	66.50	42.70	994	32.60	52.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 16, 2011"	"2011/11/16"	46.75	994	38.50	58.30	33.75	994	24.60	41.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 17, 2011"	"2011/11/17"	41.75	994	32.80	48.50	27.50	994	20.30	34.20	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 18, 2011"	"2011/11/18"	49.37	994	43.00	54.30	28.14	994	21.10	32.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 19, 2011"	"2011/11/19"	57.64	994	48.10	65.70	36.09	994	27.30	41.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 20, 2011"	"2011/11/20"	53.50	994	41.50	65.70	40.68	994	30.90	53.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 21, 2011"	"2011/11/21"	54.80	994	43.20	65.50	40.05	994	25.80	53.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 22, 2011"	"2011/11/22"	53.19	994	45.00	70.90	43.74	994	33.00	51.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 23, 2011"	"2011/11/23"	54.38	994	49.20	58.50	38.13	994	28.70	46.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 24, 2011"	"2011/11/24"	60.22	994	55.60	64.50	37.64	994	29.30	43.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 25, 2011"	"2011/11/25"	60.94	994	56.60	64.30	41.63	994	34.70	45.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 26, 2011"	"2011/11/26"	58.88	994	50.10	67.40	45.14	994	39.80	49.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 27, 2011"	"2011/11/27"	49.68	994	39.80	59.80	35.09	994	27.90	38.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 28, 2011"	"2011/11/28"	40.95	994	37.60	43.40	33.20	994	25.90	38.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 29, 2011"	"2011/11/29"	42.89	994	38.80	44.70	25.65	994	20.20	33.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Nov 30, 2011"	"2011/11/30"	37.04	994	32.10	44.20	20.91	994	15.70	25.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 01, 2011"	"2011/12/01"	40.73	994	34.70	51.20	23.57	994	19.40	29.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 02, 2011"	"2011/12/02"	42.43	994	37.20	48.30	28.15	994	21.00	33.20	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 03, 2011"	"2011/12/03"	53.03	994	42.90	59.10	35.66	994	28.90	43.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 04, 2011"	"2011/12/04"	51.42	994	43.70	55.00	37.99	994	30.90	49.30	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 05, 2011"	"2011/12/05"	41.26	994	35.30	50.40	33.93	994	27.20	39.20	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 06, 2011"	"2011/12/06"	35.97	994	29.70	41.20	31.29	994	23.70	36.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 07, 2011"	"2011/12/07"	36.27	994	28.30	40.70	25.96	994	19.10	29.90	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 08, 2011"	"2011/12/08"	39.12	994	32.30	44.00	25.16	994	20.40	28.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 09, 2011"	"2011/12/09"	33.46	994	25.70	42.70	20.63	994	10.00	30.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 10, 2011"	"2011/12/10"	30.67	994	21.50	38.10	17.54	994	6.50	25.30	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 11, 2011"	"2011/12/11"	38.04	994	33.40	46.00	21.67	994	14.50	27.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 12, 2011"	"2011/12/12"	40.95	994	34.50	45.70	24.39	994	19.50	29.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 13, 2011"	"2011/12/13"	42.40	994	37.90	47.60	34.75	994	31.20	39.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 14, 2011"	"2011/12/14"	55.87	994	46.40	62.70	40.78	994	34.20	45.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 15, 2011"	"2011/12/15"	54.75	994	45.20	67.10	30.22	994	25.20	40.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 16, 2011"	"2011/12/16"	35.35	994	30.60	40.40	26.33	994	22.80	30.00	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 17, 2011"	"2011/12/17"	39.80	994	31.60	47.50	26.50	994	22.80	29.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 18, 2011"	"2011/12/18"	45.34	994	34.60	54.10	26.84	994	20.80	32.40	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 19, 2011"	"2011/12/19"	46.24	994	35.80	52.10	34.90	994	26.00	44.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 20, 2011"	"2011/12/20"	43.80	994	33.70	59.30	36.30	994	24.10	45.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 21, 2011"	"2011/12/21"	46.43	994	35.20	56.50	34.79	994	27.80	43.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 22, 2011"	"2011/12/22"	42.63	994	30.80	51.70	31.04	994	20.70	41.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 23, 2011"	"2011/12/23"	36.02	994	26.70	44.10	26.00	994	17.40	34.60	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 24, 2011"	"2011/12/24"	40.75	994	31.90	47.50	25.49	994	18.90	31.10	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 25, 2011"	"2011/12/25"	43.37	994	33.50	53.10	27.62	994	22.50	32.30	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 26, 2011"	"2011/12/26"	43.60	994	35.30	49.10	26.95	994	21.30	30.50	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 27, 2011"	"2011/12/27"	37.80	994	32.90	44.40	29.21	994	22.50	36.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 28, 2011"	"2011/12/28"	37.08	994	28.10	46.80	25.89	994	19.70	31.70	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 29, 2011"	"2011/12/29"	46.81	994	35.40	55.50	31.28	994	27.40	34.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 30, 2011"	"2011/12/30"	45.19	994	32.80	58.70	36.84	994	27.20	45.80	Missing	0	Missing	Missing
	"Illinois"	"17"	"Dec 31, 2011"	"2011/12/31"	49.30	994	36.20	55.40	33.07	994	25.60	41.10	Missing	0	Missing	Missing
"Total"	"Illinois"	"17"			64.39	362810	3.50	114.70	45.35	362810	-18.20	82.80	95.80	111688	78.40	127.90
	"Indiana"	"18"	"Jan 01, 2011"	"2011/01/01"	50.89	637	42.70	58.10	22.63	637	19.20	28.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 02, 2011"	"2011/01/02"	26.83	637	22.70	32.20	20.48	637	17.60	23.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 03, 2011"	"2011/01/03"	36.46	637	32.20	40.70	19.49	637	15.90	23.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 04, 2011"	"2011/01/04"	33.38	637	27.60	40.50	21.60	637	17.10	24.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 05, 2011"	"2011/01/05"	32.67	637	27.10	37.80	18.48	637	14.20	22.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 06, 2011"	"2011/01/06"	32.27	637	27.00	39.10	23.04	637	15.50	27.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 07, 2011"	"2011/01/07"	25.74	637	19.70	36.80	20.23	637	11.90	30.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 08, 2011"	"2011/01/08"	22.38	637	17.60	31.50	12.91	637	4.30	18.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 09, 2011"	"2011/01/09"	25.87	637	20.60	31.30	10.14	637	-0.90	16.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 10, 2011"	"2011/01/10"	27.58	637	24.30	33.50	16.30	637	7.50	24.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 11, 2011"	"2011/01/11"	27.07	637	24.50	31.20	21.69	637	16.50	25.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 12, 2011"	"2011/01/12"	27.15	637	24.70	30.00	21.16	637	17.90	23.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 13, 2011"	"2011/01/13"	24.82	637	22.80	29.60	18.69	637	14.20	22.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 14, 2011"	"2011/01/14"	30.21	637	26.90	39.50	19.33	637	13.70	24.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 15, 2011"	"2011/01/15"	31.21	637	25.50	40.40	24.01	637	16.60	29.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 16, 2011"	"2011/01/16"	28.82	637	21.80	37.10	20.26	637	11.00	27.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 17, 2011"	"2011/01/17"	34.01	637	29.10	39.20	20.77	637	15.90	28.40	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 18, 2011"	"2011/01/18"	35.89	637	32.50	43.80	30.22	637	25.70	33.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 19, 2011"	"2011/01/19"	31.01	637	25.70	35.90	25.39	637	17.70	29.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 20, 2011"	"2011/01/20"	28.30	637	22.50	33.50	15.78	637	8.00	21.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 21, 2011"	"2011/01/21"	16.09	637	10.00	21.80	6.46	637	-0.70	14.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 22, 2011"	"2011/01/22"	23.46	637	18.00	30.50	6.70	637	-0.50	14.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 23, 2011"	"2011/01/23"	20.79	637	13.70	31.50	13.64	637	3.50	22.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 24, 2011"	"2011/01/24"	32.44	637	26.60	36.00	18.22	637	4.70	30.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 25, 2011"	"2011/01/25"	33.00	637	29.40	42.00	21.98	637	15.20	32.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 26, 2011"	"2011/01/26"	31.13	637	29.00	35.60	20.59	637	15.00	26.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 27, 2011"	"2011/01/27"	32.70	637	27.00	41.00	18.08	637	12.70	22.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 28, 2011"	"2011/01/28"	31.79	637	28.90	37.90	22.30	637	19.20	27.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 29, 2011"	"2011/01/29"	35.00	637	30.60	47.70	24.18	637	17.50	29.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 30, 2011"	"2011/01/30"	36.10	637	28.00	50.00	23.40	637	11.90	30.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Jan 31, 2011"	"2011/01/31"	30.62	637	20.60	42.30	20.17	637	8.60	32.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 01, 2011"	"2011/02/01"	31.75	637	18.70	54.60	25.06	637	14.60	38.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 02, 2011"	"2011/02/02"	31.98	637	17.60	49.20	18.00	637	4.30	24.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 03, 2011"	"2011/02/03"	22.82	637	15.30	33.60	9.51	637	-8.80	23.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 04, 2011"	"2011/02/04"	29.14	637	22.70	40.50	9.96	637	-3.50	23.40	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 05, 2011"	"2011/02/05"	29.50	637	25.70	34.60	19.14	637	4.20	29.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 06, 2011"	"2011/02/06"	34.33	637	29.80	44.40	17.95	637	6.80	28.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 07, 2011"	"2011/02/07"	33.15	637	30.30	38.60	24.33	637	18.80	29.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 08, 2011"	"2011/02/08"	24.43	637	18.80	30.00	7.01	637	-9.00	20.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 09, 2011"	"2011/02/09"	19.26	637	12.20	28.80	5.21	637	-11.20	20.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 10, 2011"	"2011/02/10"	18.46	637	10.70	28.20	-2.79	637	-17.90	14.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 11, 2011"	"2011/02/11"	27.86	637	23.00	34.10	11.23	637	1.40	16.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 12, 2011"	"2011/02/12"	35.70	637	30.10	43.60	23.32	637	18.50	25.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 13, 2011"	"2011/02/13"	42.39	637	32.80	55.30	26.39	637	17.80	32.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 14, 2011"	"2011/02/14"	41.63	637	33.60	52.10	27.17	637	18.50	34.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 15, 2011"	"2011/02/15"	42.05	637	30.80	53.00	24.22	637	15.00	30.40	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 16, 2011"	"2011/02/16"	50.15	637	40.90	61.40	33.23	637	26.70	39.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 17, 2011"	"2011/02/17"	60.74	637	50.70	69.10	45.83	637	36.30	55.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 18, 2011"	"2011/02/18"	57.74	637	48.30	65.80	35.66	637	30.90	43.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 19, 2011"	"2011/02/19"	44.28	637	36.20	51.60	30.10	637	25.80	36.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 20, 2011"	"2011/02/20"	51.10	637	34.80	70.90	32.25	637	25.30	43.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 21, 2011"	"2011/02/21"	52.18	637	28.70	67.80	31.59	637	16.20	48.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 22, 2011"	"2011/02/22"	34.70	637	24.40	48.50	27.15	637	11.40	35.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 23, 2011"	"2011/02/23"	39.94	637	30.60	49.10	25.06	637	10.50	30.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 24, 2011"	"2011/02/24"	44.27	637	35.00	50.30	33.33	637	24.70	45.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 25, 2011"	"2011/02/25"	35.27	637	30.50	47.50	26.94	637	20.50	33.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 26, 2011"	"2011/02/26"	40.76	637	32.00	53.60	26.65	637	20.00	31.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 27, 2011"	"2011/02/27"	55.89	637	42.00	66.80	34.08	637	29.70	40.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Feb 28, 2011"	"2011/02/28"	52.84	637	35.30	66.80	28.70	637	16.80	33.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 01, 2011"	"2011/03/01"	46.92	637	37.80	52.40	26.69	637	16.00	30.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 02, 2011"	"2011/03/02"	43.76	637	29.50	57.90	29.15	637	18.60	34.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 03, 2011"	"2011/03/03"	51.52	637	33.40	64.60	27.72	637	18.00	33.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 04, 2011"	"2011/03/04"	56.65	637	44.50	64.20	41.09	637	27.30	52.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 05, 2011"	"2011/03/05"	52.39	637	42.90	57.80	31.63	637	27.90	37.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 06, 2011"	"2011/03/06"	41.26	637	33.00	47.50	27.81	637	19.60	32.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 07, 2011"	"2011/03/07"	46.62	637	35.60	52.00	27.51	637	19.10	30.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 08, 2011"	"2011/03/08"	51.51	637	42.30	59.70	32.53	637	27.40	37.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 09, 2011"	"2011/03/09"	52.88	637	41.60	62.80	41.76	637	31.60	47.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 10, 2011"	"2011/03/10"	44.30	637	37.40	49.60	33.91	637	29.80	38.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 11, 2011"	"2011/03/11"	47.02	637	40.10	55.00	28.42	637	26.80	32.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 12, 2011"	"2011/03/12"	52.43	637	41.30	63.80	35.66	637	29.30	41.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 13, 2011"	"2011/03/13"	47.54	637	40.60	56.40	31.04	637	28.80	36.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 14, 2011"	"2011/03/14"	46.91	637	43.30	50.10	31.63	637	26.00	40.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 15, 2011"	"2011/03/15"	46.27	637	36.30	55.70	36.28	637	27.20	43.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 16, 2011"	"2011/03/16"	58.27	637	54.90	61.40	35.84	637	30.50	43.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 17, 2011"	"2011/03/17"	70.39	637	67.00	74.60	40.93	637	34.30	45.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 18, 2011"	"2011/03/18"	61.49	637	57.50	67.40	42.02	637	32.60	51.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 19, 2011"	"2011/03/19"	55.21	637	45.60	62.90	34.32	637	29.50	46.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 20, 2011"	"2011/03/20"	59.65	637	47.80	73.60	37.58	637	30.60	45.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 21, 2011"	"2011/03/21"	72.66	637	63.20	78.30	51.51	637	40.40	59.00	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 22, 2011"	"2011/03/22"	65.18	637	42.50	75.50	51.23	637	36.10	59.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 23, 2011"	"2011/03/23"	68.54	637	45.40	75.40	42.50	637	27.60	52.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 24, 2011"	"2011/03/24"	43.92	637	35.60	52.60	31.37	637	20.70	36.90	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 25, 2011"	"2011/03/25"	38.92	637	32.40	44.30	29.64	637	16.90	36.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 26, 2011"	"2011/03/26"	39.86	637	30.30	47.00	29.28	637	20.10	37.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 27, 2011"	"2011/03/27"	40.35	637	32.60	48.10	24.68	637	14.30	30.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 28, 2011"	"2011/03/28"	41.87	637	32.30	49.60	25.46	637	12.50	33.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 29, 2011"	"2011/03/29"	42.47	637	34.30	54.60	28.55	637	15.70	37.40	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 30, 2011"	"2011/03/30"	42.13	637	35.50	49.60	29.34	637	20.20	33.60	Missing	0	Missing	Missing
	"Indiana"	"18"	"Mar 31, 2011"	"2011/03/31"	46.88	637	44.70	49.70	28.37	637	24.10	31.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 01, 2011"	"2011/04/01"	48.52	637	45.60	58.00	34.15	637	29.60	40.70	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 02, 2011"	"2011/04/02"	54.74	637	44.50	64.00	35.99	637	32.80	38.80	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 03, 2011"	"2011/04/03"	67.87	637	52.80	79.30	39.13	637	32.10	43.30	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 04, 2011"	"2011/04/04"	65.87	637	59.70	74.00	41.72	637	38.30	44.10	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 05, 2011"	"2011/04/05"	50.22	637	43.70	57.10	36.85	637	33.20	39.50	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 06, 2011"	"2011/04/06"	64.49	637	55.20	69.40	38.49	637	31.40	43.20	Missing	0	Missing	Missing
	"Indiana"	"18"	"Apr 07, 2011"	"2011/04/07"	66.86	637	55.20	74.80	40.87	637	33.00	46.20	Missing	0	Missing	Missing
