"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Indiana"	"18"	"Apr, 2010"	"2010/04"	19514.61	19110	5830.70	26412.30
	"Indiana"	"18"	"May, 2010"	"2010/05"	20271.69	19747	6419.70	27750.60
	"Indiana"	"18"	"Jun, 2010"	"2010/06"	23493.37	19110	6514.30	29564.50
	"Indiana"	"18"	"Jul, 2010"	"2010/07"	23362.20	19747	10838.30	31477.60
	"Indiana"	"18"	"Aug, 2010"	"2010/08"	22151.73	19747	11911.90	28216.50
	"Indiana"	"18"	"Sep, 2010"	"2010/09"	18068.07	19110	4600.50	24697.10
	"Indiana"	"18"	"Oct, 2010"	"2010/10"	13960.57	19747	4697.00	19956.60
	"Indiana"	"18"	"Nov, 2010"	"2010/11"	8502.12	19110	2484.20	12592.50
	"Indiana"	"18"	"Dec, 2010"	"2010/12"	6103.13	19747	1763.20	9365.90
"Total"	"Indiana"	"18"			14843.16	7445256	1418.40	31477.60
	"Iowa"	"19"	"Jan, 1979"	"1979/01"	7722.68	31124	3304.50	11491.90
	"Iowa"	"19"	"Feb, 1979"	"1979/02"	10455.63	28112	4730.60	14975.90
	"Iowa"	"19"	"Mar, 1979"	"1979/03"	14025.96	31124	4042.20	22276.20
	"Iowa"	"19"	"Apr, 1979"	"1979/04"	16780.11	30120	5324.30	24592.60
	"Iowa"	"19"	"May, 1979"	"1979/05"	21446.33	31124	6142.10	27985.60
	"Iowa"	"19"	"Jun, 1979"	"1979/06"	23028.12	30120	5891.70	28573.40
	"Iowa"	"19"	"Jul, 1979"	"1979/07"	22745.17	31124	6554.30	29572.50
	"Iowa"	"19"	"Aug, 1979"	"1979/08"	18894.99	31124	5727.30	25125.00
	"Iowa"	"19"	"Sep, 1979"	"1979/09"	18223.08	30120	5101.70	22499.20
	"Iowa"	"19"	"Oct, 1979"	"1979/10"	11760.11	31124	3003.80	17332.40
	"Iowa"	"19"	"Nov, 1979"	"1979/11"	6820.13	30120	1437.20	11527.90
	"Iowa"	"19"	"Dec, 1979"	"1979/12"	6736.39	31124	1661.90	9549.90
	"Iowa"	"19"	"Jan, 1980"	"1980/01"	6922.84	31124	1835.50	11315.00
	"Iowa"	"19"	"Feb, 1980"	"1980/02"	9785.06	29116	3118.90	14476.80
	"Iowa"	"19"	"Mar, 1980"	"1980/03"	15050.50	31124	3673.20	21099.50
	"Iowa"	"19"	"Apr, 1980"	"1980/04"	17817.84	30120	4450.00	24867.60
	"Iowa"	"19"	"May, 1980"	"1980/05"	20341.08	31124	5153.70	26911.40
	"Iowa"	"19"	"Jun, 1980"	"1980/06"	24554.87	30120	9971.10	28915.60
	"Iowa"	"19"	"Jul, 1980"	"1980/07"	24643.25	31124	10485.50	28232.90
	"Iowa"	"19"	"Aug, 1980"	"1980/08"	19335.34	31124	4939.20	25723.40
	"Iowa"	"19"	"Sep, 1980"	"1980/09"	16925.94	30120	5591.90	22620.80
	"Iowa"	"19"	"Oct, 1980"	"1980/10"	11379.25	31124	3233.30	16834.00
	"Iowa"	"19"	"Nov, 1980"	"1980/11"	7671.80	30120	2308.40	11469.60
	"Iowa"	"19"	"Dec, 1980"	"1980/12"	5948.88	31124	2011.20	9350.10
	"Iowa"	"19"	"Jan, 1981"	"1981/01"	7871.78	31124	2504.30	11548.00
	"Iowa"	"19"	"Feb, 1981"	"1981/02"	9718.00	28112	2770.00	14468.30
	"Iowa"	"19"	"Mar, 1981"	"1981/03"	15633.73	31124	3950.20	21117.40
	"Iowa"	"19"	"Apr, 1981"	"1981/04"	18248.21	30120	7131.10	24351.60
	"Iowa"	"19"	"May, 1981"	"1981/05"	20709.98	31124	5032.00	27476.30
	"Iowa"	"19"	"Jun, 1981"	"1981/06"	22653.82	30120	7208.30	28683.00
	"Iowa"	"19"	"Jul, 1981"	"1981/07"	21403.35	31124	5204.30	28740.20
	"Iowa"	"19"	"Aug, 1981"	"1981/08"	18622.04	31124	7226.30	25487.80
	"Iowa"	"19"	"Sep, 1981"	"1981/09"	17705.68	30120	4605.60	23139.10
	"Iowa"	"19"	"Oct, 1981"	"1981/10"	11238.84	31124	2947.10	17958.20
	"Iowa"	"19"	"Nov, 1981"	"1981/11"	7351.34	30120	1702.20	10872.20
	"Iowa"	"19"	"Dec, 1981"	"1981/12"	6714.58	31124	1698.10	9044.90
	"Iowa"	"19"	"Jan, 1982"	"1982/01"	7843.27	31124	3102.60	11628.80
	"Iowa"	"19"	"Feb, 1982"	"1982/02"	10300.46	28112	3716.50	15056.60
	"Iowa"	"19"	"Mar, 1982"	"1982/03"	14537.98	31124	3718.70	22193.80
	"Iowa"	"19"	"Apr, 1982"	"1982/04"	18249.55	30120	5937.50	25234.70
	"Iowa"	"19"	"May, 1982"	"1982/05"	16988.90	31124	5341.30	25741.10
	"Iowa"	"19"	"Jun, 1982"	"1982/06"	22275.32	30120	9050.40	28816.20
	"Iowa"	"19"	"Jul, 1982"	"1982/07"	23407.87	31124	11381.20	28926.80
	"Iowa"	"19"	"Aug, 1982"	"1982/08"	18979.77	31124	6177.30	25474.00
	"Iowa"	"19"	"Sep, 1982"	"1982/09"	15979.69	30120	4496.00	22691.50
	"Iowa"	"19"	"Oct, 1982"	"1982/10"	11220.85	31124	2902.10	17414.10
	"Iowa"	"19"	"Nov, 1982"	"1982/11"	7181.72	30120	2115.00	10762.40
	"Iowa"	"19"	"Dec, 1982"	"1982/12"	6176.85	31124	1749.10	9004.20
	"Iowa"	"19"	"Jan, 1983"	"1983/01"	7426.18	31124	1814.90	11410.60
	"Iowa"	"19"	"Feb, 1983"	"1983/02"	9735.72	28112	2975.70	14669.10
	"Iowa"	"19"	"Mar, 1983"	"1983/03"	12743.74	31124	2968.20	20973.00
	"Iowa"	"19"	"Apr, 1983"	"1983/04"	15619.22	30120	3893.00	24641.60
	"Iowa"	"19"	"May, 1983"	"1983/05"	19485.44	31124	5693.30	27490.50
	"Iowa"	"19"	"Jun, 1983"	"1983/06"	21430.10	30120	8347.60	28658.20
	"Iowa"	"19"	"Jul, 1983"	"1983/07"	24572.01	31124	9290.70	29358.30
	"Iowa"	"19"	"Aug, 1983"	"1983/08"	20385.15	31124	10312.60	25638.80
	"Iowa"	"19"	"Sep, 1983"	"1983/09"	16702.57	30120	4821.60	22745.60
	"Iowa"	"19"	"Oct, 1983"	"1983/10"	10676.49	31124	2450.10	17136.70
	"Iowa"	"19"	"Nov, 1983"	"1983/11"	6607.10	30120	1760.60	11217.80
	"Iowa"	"19"	"Dec, 1983"	"1983/12"	6739.58	31124	2634.90	9065.00
	"Iowa"	"19"	"Jan, 1984"	"1984/01"	8091.94	31124	2988.80	11555.90
	"Iowa"	"19"	"Feb, 1984"	"1984/02"	9184.84	29116	2626.40	14181.60
	"Iowa"	"19"	"Mar, 1984"	"1984/03"	13569.57	31124	3923.40	21673.40
	"Iowa"	"19"	"Apr, 1984"	"1984/04"	14512.28	30120	4628.40	25238.10
	"Iowa"	"19"	"May, 1984"	"1984/05"	19442.44	31124	4970.80	28052.20
	"Iowa"	"19"	"Jun, 1984"	"1984/06"	22537.52	30120	9306.10	28507.50
	"Iowa"	"19"	"Jul, 1984"	"1984/07"	23571.52	31124	7852.50	29213.90
	"Iowa"	"19"	"Aug, 1984"	"1984/08"	20411.76	31124	7399.70	25344.70
	"Iowa"	"19"	"Sep, 1984"	"1984/09"	16256.09	30120	5396.10	22577.20
	"Iowa"	"19"	"Oct, 1984"	"1984/10"	10241.31	31124	2560.90	18127.00
	"Iowa"	"19"	"Nov, 1984"	"1984/11"	7643.56	30120	2383.60	11481.40
	"Iowa"	"19"	"Dec, 1984"	"1984/12"	6219.06	31124	2061.80	8980.10
	"Iowa"	"19"	"Jan, 1985"	"1985/01"	8115.83	31124	2539.10	11942.00
	"Iowa"	"19"	"Feb, 1985"	"1985/02"	10050.21	28112	3052.60	14963.10
	"Iowa"	"19"	"Mar, 1985"	"1985/03"	14437.23	31124	3659.70	20167.80
	"Iowa"	"19"	"Apr, 1985"	"1985/04"	17586.09	30120	4730.90	24789.00
	"Iowa"	"19"	"May, 1985"	"1985/05"	21418.70	31124	5943.10	27222.70
	"Iowa"	"19"	"Jun, 1985"	"1985/06"	22099.30	30120	6288.50	28673.40
	"Iowa"	"19"	"Jul, 1985"	"1985/07"	23690.79	31124	5233.30	29129.30
	"Iowa"	"19"	"Aug, 1985"	"1985/08"	18954.94	31124	5730.30	25507.10
	"Iowa"	"19"	"Sep, 1985"	"1985/09"	14188.53	30120	3397.80	22163.40
	"Iowa"	"19"	"Oct, 1985"	"1985/10"	10225.34	31124	3008.30	17776.40
	"Iowa"	"19"	"Nov, 1985"	"1985/11"	6624.34	30120	1892.50	11596.20
	"Iowa"	"19"	"Dec, 1985"	"1985/12"	6854.24	31124	2074.30	9508.10
	"Iowa"	"19"	"Jan, 1986"	"1986/01"	8234.68	31124	2754.50	11239.80
	"Iowa"	"19"	"Feb, 1986"	"1986/02"	9471.54	28112	1906.30	15190.70
	"Iowa"	"19"	"Mar, 1986"	"1986/03"	14990.91	31124	3274.20	21189.60
	"Iowa"	"19"	"Apr, 1986"	"1986/04"	17591.78	30120	4718.40	24662.80
	"Iowa"	"19"	"May, 1986"	"1986/05"	19609.69	31124	6363.00	27027.50
	"Iowa"	"19"	"Jun, 1986"	"1986/06"	22445.26	30120	7643.10	29021.10
	"Iowa"	"19"	"Jul, 1986"	"1986/07"	24169.58	31124	8053.30	28469.20
	"Iowa"	"19"	"Aug, 1986"	"1986/08"	19467.87	31124	7411.00	25699.20
	"Iowa"	"19"	"Sep, 1986"	"1986/09"	14352.35	30120	3666.90	22655.30
	"Iowa"	"19"	"Oct, 1986"	"1986/10"	10447.75	31124	2477.30	17083.00
	"Iowa"	"19"	"Nov, 1986"	"1986/11"	8020.66	30120	2030.30	11225.00
	"Iowa"	"19"	"Dec, 1986"	"1986/12"	6627.19	31124	1929.00	9067.40
	"Iowa"	"19"	"Jan, 1987"	"1987/01"	7498.79	31124	2202.50	11052.40
	"Iowa"	"19"	"Feb, 1987"	"1987/02"	8954.41	28112	2727.00	13419.80
	"Iowa"	"19"	"Mar, 1987"	"1987/03"	12934.34	31124	3903.30	22047.50
	"Iowa"	"19"	"Apr, 1987"	"1987/04"	18421.73	30120	4738.70	25001.00
	"Iowa"	"19"	"May, 1987"	"1987/05"	21131.59	31124	4638.30	26555.00
	"Iowa"	"19"	"Jun, 1987"	"1987/06"	23107.52	30120	8199.90	28619.60
	"Iowa"	"19"	"Jul, 1987"	"1987/07"	23971.22	31124	14365.70	28756.90
	"Iowa"	"19"	"Aug, 1987"	"1987/08"	17811.95	31124	4661.90	25459.20
	"Iowa"	"19"	"Sep, 1987"	"1987/09"	16453.91	30120	6785.90	22760.30
	"Iowa"	"19"	"Oct, 1987"	"1987/10"	11539.05	31124	2983.70	17916.00
	"Iowa"	"19"	"Nov, 1987"	"1987/11"	7155.96	30120	1425.90	11308.30
	"Iowa"	"19"	"Dec, 1987"	"1987/12"	6323.24	31124	1858.10	9192.60
	"Iowa"	"19"	"Jan, 1988"	"1988/01"	7950.59	31124	2377.60	11369.20
	"Iowa"	"19"	"Feb, 1988"	"1988/02"	10425.92	29116	2665.50	14921.70
	"Iowa"	"19"	"Mar, 1988"	"1988/03"	14376.62	31124	3606.80	21929.10
	"Iowa"	"19"	"Apr, 1988"	"1988/04"	18261.75	30120	5325.30	25311.50
	"Iowa"	"19"	"May, 1988"	"1988/05"	23079.29	31124	9043.50	27990.50
	"Iowa"	"19"	"Jun, 1988"	"1988/06"	25026.91	30120	6666.50	29372.80
	"Iowa"	"19"	"Jul, 1988"	"1988/07"	24343.69	31124	6833.70	29193.90
	"Iowa"	"19"	"Aug, 1988"	"1988/08"	20188.58	31124	5507.30	25607.90
	"Iowa"	"19"	"Sep, 1988"	"1988/09"	16436.16	30120	3973.40	22862.00
	"Iowa"	"19"	"Oct, 1988"	"1988/10"	12362.23	31124	3146.20	17922.80
	"Iowa"	"19"	"Nov, 1988"	"1988/11"	7226.96	30120	1702.00	11620.90
	"Iowa"	"19"	"Dec, 1988"	"1988/12"	6845.76	31124	2058.10	8889.00
	"Iowa"	"19"	"Jan, 1989"	"1989/01"	7973.69	31124	2101.80	11025.20
	"Iowa"	"19"	"Feb, 1989"	"1989/02"	9841.27	28112	3100.90	14991.70
	"Iowa"	"19"	"Mar, 1989"	"1989/03"	14745.34	31124	4182.60	21327.60
	"Iowa"	"19"	"Apr, 1989"	"1989/04"	17754.83	30120	6292.10	24481.70
	"Iowa"	"19"	"May, 1989"	"1989/05"	20589.50	31124	5120.70	27716.20
	"Iowa"	"19"	"Jun, 1989"	"1989/06"	22205.54	30120	6597.60	28490.50
	"Iowa"	"19"	"Jul, 1989"	"1989/07"	21674.29	31124	7342.00	29228.90
	"Iowa"	"19"	"Aug, 1989"	"1989/08"	19074.76	31124	5926.10	25760.00
	"Iowa"	"19"	"Sep, 1989"	"1989/09"	16545.31	30120	4263.50	22587.40
	"Iowa"	"19"	"Oct, 1989"	"1989/10"	11951.72	31124	2278.20	17640.50
	"Iowa"	"19"	"Nov, 1989"	"1989/11"	7225.98	30120	1335.00	10787.90
	"Iowa"	"19"	"Dec, 1989"	"1989/12"	6330.39	31124	2700.00	8903.20
	"Iowa"	"19"	"Jan, 1990"	"1990/01"	8220.96	31124	2078.90	11284.50
	"Iowa"	"19"	"Feb, 1990"	"1990/02"	9645.62	28112	2868.90	15161.70
	"Iowa"	"19"	"Mar, 1990"	"1990/03"	13217.85	31124	3405.40	21562.20
	"Iowa"	"19"	"Apr, 1990"	"1990/04"	17507.98	30120	4629.10	24299.70
	"Iowa"	"19"	"May, 1990"	"1990/05"	19747.69	31124	5160.10	27745.50
	"Iowa"	"19"	"Jun, 1990"	"1990/06"	21817.99	30120	8453.90	28354.00
	"Iowa"	"19"	"Jul, 1990"	"1990/07"	21519.45	31124	5186.70	28887.60
	"Iowa"	"19"	"Aug, 1990"	"1990/08"	19378.39	31124	5431.10	25849.80
	"Iowa"	"19"	"Sep, 1990"	"1990/09"	16965.53	30120	3831.70	22184.60
	"Iowa"	"19"	"Oct, 1990"	"1990/10"	12207.48	31124	2952.90	17559.20
	"Iowa"	"19"	"Nov, 1990"	"1990/11"	7532.84	30120	2324.20	11176.10
	"Iowa"	"19"	"Dec, 1990"	"1990/12"	6652.10	31124	1481.20	9378.50
	"Iowa"	"19"	"Jan, 1991"	"1991/01"	8085.54	31124	2879.60	11732.30
	"Iowa"	"19"	"Feb, 1991"	"1991/02"	9765.50	28112	3429.20	14426.30
	"Iowa"	"19"	"Mar, 1991"	"1991/03"	14257.44	31124	4026.90	21186.10
	"Iowa"	"19"	"Apr, 1991"	"1991/04"	16366.70	30120	4287.80	24728.00
	"Iowa"	"19"	"May, 1991"	"1991/05"	18750.77	31124	4759.40	26081.30
	"Iowa"	"19"	"Jun, 1991"	"1991/06"	23049.82	30120	7583.30	28555.80
	"Iowa"	"19"	"Jul, 1991"	"1991/07"	23666.94	31124	7119.20	28749.60
	"Iowa"	"19"	"Aug, 1991"	"1991/08"	18827.03	31124	4679.40	25609.80
	"Iowa"	"19"	"Sep, 1991"	"1991/09"	15799.74	30120	3819.00	22885.60
	"Iowa"	"19"	"Oct, 1991"	"1991/10"	11316.94	31124	3101.80	16952.50
	"Iowa"	"19"	"Nov, 1991"	"1991/11"	6828.84	30120	1798.90	11575.40
	"Iowa"	"19"	"Dec, 1991"	"1991/12"	6524.26	31124	2397.20	9106.70
	"Iowa"	"19"	"Jan, 1992"	"1992/01"	7416.39	31124	1630.50	11293.70
	"Iowa"	"19"	"Feb, 1992"	"1992/02"	9098.24	29116	2164.20	14676.30
	"Iowa"	"19"	"Mar, 1992"	"1992/03"	13542.52	31124	3717.80	21562.60
	"Iowa"	"19"	"Apr, 1992"	"1992/04"	14865.55	30120	5424.60	24976.90
	"Iowa"	"19"	"May, 1992"	"1992/05"	21334.93	31124	6326.20	27716.10
	"Iowa"	"19"	"Jun, 1992"	"1992/06"	22330.55	30120	6707.20	29118.00
	"Iowa"	"19"	"Jul, 1992"	"1992/07"	21720.98	31124	5431.60	28912.10
	"Iowa"	"19"	"Aug, 1992"	"1992/08"	19545.07	31124	4432.30	25851.20
	"Iowa"	"19"	"Sep, 1992"	"1992/09"	16881.34	30120	4603.80	22411.90
	"Iowa"	"19"	"Oct, 1992"	"1992/10"	11839.53	31124	3137.80	17513.30
	"Iowa"	"19"	"Nov, 1992"	"1992/11"	6029.61	30120	1514.00	10040.10
	"Iowa"	"19"	"Dec, 1992"	"1992/12"	6462.35	31124	1890.50	9055.00
	"Iowa"	"19"	"Jan, 1993"	"1993/01"	7651.29	31124	1667.00	11703.20
	"Iowa"	"19"	"Feb, 1993"	"1993/02"	9694.53	28112	3033.40	15252.10
	"Iowa"	"19"	"Mar, 1993"	"1993/03"	13763.95	31124	4028.80	21435.30
	"Iowa"	"19"	"Apr, 1993"	"1993/04"	16483.32	30120	4067.10	24560.50
	"Iowa"	"19"	"May, 1993"	"1993/05"	18317.07	31124	5746.30	27202.70
	"Iowa"	"19"	"Jun, 1993"	"1993/06"	20927.70	30120	5182.00	28540.60
	"Iowa"	"19"	"Jul, 1993"	"1993/07"	20555.88	31124	6147.80	28598.80
	"Iowa"	"19"	"Aug, 1993"	"1993/08"	18476.25	31124	4894.40	25912.20
	"Iowa"	"19"	"Sep, 1993"	"1993/09"	15061.74	30120	3862.50	22357.40
	"Iowa"	"19"	"Oct, 1993"	"1993/10"	12042.43	31124	3366.90	17607.90
	"Iowa"	"19"	"Nov, 1993"	"1993/11"	7208.56	30120	1550.90	11305.60
	"Iowa"	"19"	"Dec, 1993"	"1993/12"	5700.53	31124	1945.50	8717.40
	"Iowa"	"19"	"Jan, 1994"	"1994/01"	7447.36	31124	2227.70	11786.80
	"Iowa"	"19"	"Feb, 1994"	"1994/02"	10049.87	28112	3208.90	15289.90
	"Iowa"	"19"	"Mar, 1994"	"1994/03"	15286.05	31124	4557.40	21934.20
	"Iowa"	"19"	"Apr, 1994"	"1994/04"	17745.86	30120	4981.00	24430.60
	"Iowa"	"19"	"May, 1994"	"1994/05"	21609.45	31124	4875.20	27256.90
	"Iowa"	"19"	"Jun, 1994"	"1994/06"	22348.96	30120	6386.50	28184.00
	"Iowa"	"19"	"Jul, 1994"	"1994/07"	23307.97	31124	11915.00	28729.90
	"Iowa"	"19"	"Aug, 1994"	"1994/08"	19200.24	31124	7914.50	25737.10
	"Iowa"	"19"	"Sep, 1994"	"1994/09"	16109.26	30120	3788.30	22173.20
	"Iowa"	"19"	"Oct, 1994"	"1994/10"	11905.57	31124	3672.70	17113.10
	"Iowa"	"19"	"Nov, 1994"	"1994/11"	7348.35	30120	1819.50	11553.50
	"Iowa"	"19"	"Dec, 1994"	"1994/12"	6961.96	31124	1574.60	9115.10
	"Iowa"	"19"	"Jan, 1995"	"1995/01"	8111.05	31124	2691.90	11383.70
	"Iowa"	"19"	"Feb, 1995"	"1995/02"	9353.36	28112	2326.50	14096.20
	"Iowa"	"19"	"Mar, 1995"	"1995/03"	12987.32	31124	3946.00	20879.00
	"Iowa"	"19"	"Apr, 1995"	"1995/04"	14963.78	30120	5295.20	24006.70
	"Iowa"	"19"	"May, 1995"	"1995/05"	17496.29	31124	4957.10	27302.00
	"Iowa"	"19"	"Jun, 1995"	"1995/06"	21911.74	30120	8076.20	28727.20
	"Iowa"	"19"	"Jul, 1995"	"1995/07"	24019.52	31124	9123.20	29078.20
	"Iowa"	"19"	"Aug, 1995"	"1995/08"	19509.17	31124	9300.00	24374.20
	"Iowa"	"19"	"Sep, 1995"	"1995/09"	15689.97	30120	4021.10	22915.30
	"Iowa"	"19"	"Oct, 1995"	"1995/10"	10831.04	31124	2555.30	17731.30
	"Iowa"	"19"	"Nov, 1995"	"1995/11"	7472.28	30120	1541.30	11598.90
	"Iowa"	"19"	"Dec, 1995"	"1995/12"	6413.46	31124	2409.00	9249.30
	"Iowa"	"19"	"Jan, 1996"	"1996/01"	7746.06	31124	2329.50	12220.00
	"Iowa"	"19"	"Feb, 1996"	"1996/02"	10285.92	29116	3279.50	15684.00
	"Iowa"	"19"	"Mar, 1996"	"1996/03"	14536.55	31124	4394.50	21711.90
	"Iowa"	"19"	"Apr, 1996"	"1996/04"	17524.93	30120	4991.70	24895.30
	"Iowa"	"19"	"May, 1996"	"1996/05"	16688.49	31124	5370.30	27964.40
	"Iowa"	"19"	"Jun, 1996"	"1996/06"	21541.38	30120	6534.50	28271.60
	"Iowa"	"19"	"Jul, 1996"	"1996/07"	23609.65	31124	6770.60	29259.10
	"Iowa"	"19"	"Aug, 1996"	"1996/08"	19604.19	31124	7783.10	25345.10
	"Iowa"	"19"	"Sep, 1996"	"1996/09"	16115.26	30120	3606.30	22072.20
	"Iowa"	"19"	"Oct, 1996"	"1996/10"	12266.51	31124	2546.80	17478.20
	"Iowa"	"19"	"Nov, 1996"	"1996/11"	6354.98	30120	1869.70	11410.50
	"Iowa"	"19"	"Dec, 1996"	"1996/12"	6315.44	31124	2020.10	8893.10
	"Iowa"	"19"	"Jan, 1997"	"1997/01"	7783.68	31124	1854.30	11731.70
	"Iowa"	"19"	"Feb, 1997"	"1997/02"	10006.71	28112	2843.10	14894.20
	"Iowa"	"19"	"Mar, 1997"	"1997/03"	14758.25	31124	4385.40	21860.30
	"Iowa"	"19"	"Apr, 1997"	"1997/04"	15367.75	30120	4594.00	24674.80
	"Iowa"	"19"	"May, 1997"	"1997/05"	19406.04	31124	4759.20	27426.40
	"Iowa"	"19"	"Jun, 1997"	"1997/06"	23418.90	30120	12089.50	28494.70
	"Iowa"	"19"	"Jul, 1997"	"1997/07"	23061.10	31124	7412.20	29171.70
	"Iowa"	"19"	"Aug, 1997"	"1997/08"	18664.14	31124	4500.40	25436.40
	"Iowa"	"19"	"Sep, 1997"	"1997/09"	16360.66	30120	3984.50	22003.10
	"Iowa"	"19"	"Oct, 1997"	"1997/10"	11316.49	31124	2422.70	17499.80
	"Iowa"	"19"	"Nov, 1997"	"1997/11"	6600.47	30120	2017.40	11250.60
	"Iowa"	"19"	"Dec, 1997"	"1997/12"	6063.98	31124	1900.10	8925.60
	"Iowa"	"19"	"Jan, 1998"	"1998/01"	7377.81	31124	2367.90	11228.40
	"Iowa"	"19"	"Feb, 1998"	"1998/02"	7782.34	28112	1801.20	14044.20
	"Iowa"	"19"	"Mar, 1998"	"1998/03"	12255.71	31124	3366.80	20194.10
	"Iowa"	"19"	"Apr, 1998"	"1998/04"	16548.88	30120	4372.60	25038.60
	"Iowa"	"19"	"May, 1998"	"1998/05"	21376.76	31124	7495.40	26467.80
	"Iowa"	"19"	"Jun, 1998"	"1998/06"	20203.64	30120	6320.30	28150.00
	"Iowa"	"19"	"Jul, 1998"	"1998/07"	23503.94	31124	8138.10	28796.50
	"Iowa"	"19"	"Aug, 1998"	"1998/08"	18939.60	31124	5961.30	25692.70
	"Iowa"	"19"	"Sep, 1998"	"1998/09"	17870.19	30120	5121.80	22481.00
	"Iowa"	"19"	"Oct, 1998"	"1998/10"	11306.51	31124	3317.60	16779.10
	"Iowa"	"19"	"Nov, 1998"	"1998/11"	7525.80	30120	2085.00	10965.60
	"Iowa"	"19"	"Dec, 1998"	"1998/12"	6482.97	31124	1761.90	8784.20
	"Iowa"	"19"	"Jan, 1999"	"1999/01"	7759.15	31124	2595.50	11334.00
	"Iowa"	"19"	"Feb, 1999"	"1999/02"	9233.04	28112	2403.10	14198.60
	"Iowa"	"19"	"Mar, 1999"	"1999/03"	16377.12	31124	3678.00	21518.40
	"Iowa"	"19"	"Apr, 1999"	"1999/04"	15524.40	30120	4245.20	25223.00
	"Iowa"	"19"	"May, 1999"	"1999/05"	19903.60	31124	4683.80	27448.30
	"Iowa"	"19"	"Jun, 1999"	"1999/06"	21575.27	30120	6737.00	28819.70
	"Iowa"	"19"	"Jul, 1999"	"1999/07"	24742.13	31124	10652.30	29236.70
	"Iowa"	"19"	"Aug, 1999"	"1999/08"	20001.76	31124	6131.10	25570.40
	"Iowa"	"19"	"Sep, 1999"	"1999/09"	17400.68	30120	3027.40	22643.90
	"Iowa"	"19"	"Oct, 1999"	"1999/10"	13043.78	31124	4105.00	17549.90
	"Iowa"	"19"	"Nov, 1999"	"1999/11"	8261.78	30120	1599.00	11821.30
	"Iowa"	"19"	"Dec, 1999"	"1999/12"	6875.59	31124	1590.90	8814.60
	"Iowa"	"19"	"Jan, 2000"	"2000/01"	7731.91	31124	2140.30	11442.50
	"Iowa"	"19"	"Feb, 2000"	"2000/02"	9362.58	29116	2182.00	14628.70
	"Iowa"	"19"	"Mar, 2000"	"2000/03"	14461.72	31124	3444.20	21965.80
	"Iowa"	"19"	"Apr, 2000"	"2000/04"	18029.17	30120	5859.10	24897.30
	"Iowa"	"19"	"May, 2000"	"2000/05"	20041.27	31124	5034.60	27563.50
	"Iowa"	"19"	"Jun, 2000"	"2000/06"	22524.24	30120	5599.40	28649.80
	"Iowa"	"19"	"Jul, 2000"	"2000/07"	22659.57	31124	8081.50	28904.90
	"Iowa"	"19"	"Aug, 2000"	"2000/08"	20017.86	31124	5830.40	24850.10
	"Iowa"	"19"	"Sep, 2000"	"2000/09"	17012.64	30120	3273.70	22461.90
	"Iowa"	"19"	"Oct, 2000"	"2000/10"	11704.22	31124	3056.80	17222.50
	"Iowa"	"19"	"Nov, 2000"	"2000/11"	6973.46	30120	1763.70	11295.10
	"Iowa"	"19"	"Dec, 2000"	"2000/12"	6433.71	31124	1539.90	9115.30
	"Iowa"	"19"	"Jan, 2001"	"2001/01"	8136.60	31124	3305.70	11528.90
	"Iowa"	"19"	"Feb, 2001"	"2001/02"	9392.67	28112	2127.30	15639.30
	"Iowa"	"19"	"Mar, 2001"	"2001/03"	15040.65	31124	5219.00	21496.90
	"Iowa"	"19"	"Apr, 2001"	"2001/04"	17478.72	30120	5694.90	24528.10
	"Iowa"	"19"	"May, 2001"	"2001/05"	18359.66	31124	4298.60	27086.60
	"Iowa"	"19"	"Jun, 2001"	"2001/06"	23024.48	30120	8026.90	28806.50
	"Iowa"	"19"	"Jul, 2001"	"2001/07"	23338.00	31124	8765.40	29527.70
	"Iowa"	"19"	"Aug, 2001"	"2001/08"	19820.15	31124	6556.50	25262.40
	"Iowa"	"19"	"Sep, 2001"	"2001/09"	15260.33	30120	4611.90	23022.30
	"Iowa"	"19"	"Oct, 2001"	"2001/10"	11231.95	31124	2711.60	17317.30
	"Iowa"	"19"	"Nov, 2001"	"2001/11"	7640.74	30120	1897.10	11311.60
	"Iowa"	"19"	"Dec, 2001"	"2001/12"	6500.97	31124	1555.30	8896.90
	"Iowa"	"19"	"Jan, 2002"	"2002/01"	7621.85	31124	2175.80	10737.80
	"Iowa"	"19"	"Feb, 2002"	"2002/02"	9622.17	28112	2493.10	15133.60
	"Iowa"	"19"	"Mar, 2002"	"2002/03"	14361.74	31124	4145.30	21221.70
	"Iowa"	"19"	"Apr, 2002"	"2002/04"	16616.86	30120	4398.90	24952.40
	"Iowa"	"19"	"May, 2002"	"2002/05"	20575.86	31124	5777.20	27129.00
	"Iowa"	"19"	"Jun, 2002"	"2002/06"	23833.51	30120	10601.70	28658.30
	"Iowa"	"19"	"Jul, 2002"	"2002/07"	23352.59	31124	7915.20	28611.40
	"Iowa"	"19"	"Aug, 2002"	"2002/08"	19549.51	31124	7661.20	25705.20
	"Iowa"	"19"	"Sep, 2002"	"2002/09"	16702.81	30120	5019.80	22692.40
	"Iowa"	"19"	"Oct, 2002"	"2002/10"	9359.95	31124	2107.70	16997.60
	"Iowa"	"19"	"Nov, 2002"	"2002/11"	7195.64	30120	2125.00	11870.20
